Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,12:29,H11,1.298
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,12:29,B7,0.278
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,12:29,B2,0.242
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,12:29,B8,0.278
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,12:29,B3,0.232
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,12:29,B9,0.282
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,12:29,B4,0.247
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,12:29,B10,0.281
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,12:29,B5,0.269
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,12:29,B11,0.252
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,12:29,B6,0.245
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,12:29,C7,0.683
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,12:29,C2,0.695
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,12:29,C8,0.707
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,12:29,C3,0.518
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,12:29,C9,0.736
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,12:29,C4,0.817
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,12:29,C10,0.605
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,12:29,C5,0.662
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,12:29,C11,0.74
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,12:29,C6,0.807
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,12:29,D7,1.314
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,12:29,D2,1.319
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,12:29,D8,1.327
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,12:29,D3,1.314
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,12:29,D9,1.301
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,12:29,D4,1.236
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,12:29,D10,1.296
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,12:29,D5,1.249
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,12:29,D11,1.303
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,12:29,D6,1.318
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,12:29,H7,1.31
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,12:29,H2,1.298
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,12:29,H8,1.311
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,12:29,H3,1.297
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,12:29,H9,1.281
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,12:29,H4,1.179
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,12:29,H10,1.269
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,12:29,H5,1.197
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,12:29,H11,1.298
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,12:29,H6,1.286
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,12:29,B7,0.265
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,12:29,B2,0.245
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,12:29,B8,0.266
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,12:29,B3,0.201
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,12:29,B9,0.256
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,12:29,B4,0.267
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,12:29,B10,0.268
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,12:29,B5,0.182
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,12:29,B11,0.252
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,12:29,B6,0.243
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,12:29,C7,0.395
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,12:29,C2,0.338
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,12:29,C8,0.448
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,12:29,C3,1.275
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,12:29,C9,0.395
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,12:29,C4,0.447
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,12:29,C10,0.362
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,12:29,C5,0.222
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,12:29,C11,0.396
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,12:29,C6,0.393
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,12:29,D7,1.337
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,12:29,D2,1.327
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,12:29,D8,1.334
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,12:29,D3,1.319
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,12:29,D9,1.313
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,12:29,D4,1.243
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,12:29,D10,1.301
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,12:29,D5,1.228
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,12:29,D11,1.317
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,12:29,D6,1.314
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,12:29,H7,1.317
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,12:29,H2,1.303
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,12:29,H8,1.309
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,12:29,H3,1.306
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,12:29,H9,1.284
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,12:29,H4,1.19
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,12:29,H10,1.286
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,12:29,H5,1.214
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,12:29,H11,1.303
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,12:29,H6,1.297
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,12:29,B7,0.276
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,12:29,B2,0.261
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,12:29,B8,0.269
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,12:29,B3,0.269
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,12:29,B9,0.272
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,12:29,B4,0.274
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,12:29,B10,0.28
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,12:29,B5,0.303
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,12:29,B11,0.258
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,12:29,B6,0.248
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,12:29,C7,1.217
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,12:29,C2,0.551
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,12:29,C8,1.151
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,12:29,C3,0.565
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,12:29,C9,0.958
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,12:29,C4,0.864
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,12:29,C10,0.843
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,12:29,C5,0.725
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,12:29,C11,1.181
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,12:29,C6,0.711
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,12:29,D7,1.361
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,12:29,D2,1.353
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,12:29,D8,1.365
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,12:29,D3,1.344
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,12:29,D9,1.326
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,12:29,D4,1.264
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,12:29,D10,1.328
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,12:29,D5,1.271
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,12:29,D11,1.336
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,12:29,D6,1.343
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,12:29,H7,1.326
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,12:29,H2,1.333
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,12:29,H8,1.32
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,12:29,H3,1.328
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,12:29,H9,1.305
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,12:29,H4,1.205
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,12:29,H10,1.302
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,12:29,H5,1.23
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,12:29,H11,1.307
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,12:29,H6,1.328
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,12:59,B2,0.262
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,12:59,B7,0.272
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,12:59,B3,0.277
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,12:59,B8,0.237
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,12:59,B4,0.258
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,12:59,B9,0.303
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,12:59,B5,0.274
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,12:59,B10,0.281
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,12:59,B6,0.247
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,12:59,B11,0.275
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,12:59,C2,0.564
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,12:59,C7,0.5
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,12:59,C3,0.785
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,12:59,C8,0.452
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,12:59,C4,0.717
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,12:59,C9,0.826
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,12:59,C5,0.729
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,12:59,C10,0.752
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,12:59,C6,0.795
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,12:59,C11,0.713
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,12:59,D2,1.315
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,12:59,D7,1.323
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,12:59,D3,1.33
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,12:59,D8,1.324
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,12:59,D4,1.306
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,12:59,D9,1.196
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,12:59,D5,1.318
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,12:59,D10,1.225
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,12:59,D6,1.319
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,12:59,D11,1.313
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,12:59,H2,1.289
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,12:59,H7,1.318
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,12:59,H3,1.315
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,12:59,H8,1.316
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,12:59,H4,1.285
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,12:59,H9,1.188
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,12:59,H5,1.277
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,12:59,H10,1.204
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,12:59,H6,1.309
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,12:59,H11,1.303
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,12:59,B7,0.266
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,12:59,B2,0.215
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,12:59,B8,0.262
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,12:59,B3,0.212
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,12:59,B9,0.271
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,12:59,B4,0.23
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,12:59,B10,0.268
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,12:59,B5,0.256
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,12:59,B11,0.24
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,12:59,B6,0.232
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,12:59,C7,0.7
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,12:59,C2,0.715
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,12:59,C8,0.722
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,12:59,C3,0.521
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,12:59,C9,0.759
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,12:59,C4,0.837
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,12:59,C10,0.61
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,12:59,C5,0.678
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,12:59,C11,0.757
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,12:59,C6,0.829
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,12:59,D7,1.319
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,12:59,D2,1.326
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,12:59,D8,1.332
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,12:59,D3,1.319
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,12:59,D9,1.305
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,12:59,D4,1.24
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,12:59,D10,1.302
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,12:59,D5,1.255
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,12:59,D11,1.309
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,12:59,D6,1.324
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,12:59,H7,1.313
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,12:59,H2,1.302
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,12:59,H8,1.314
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,12:59,H3,1.301
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,12:59,H9,1.284
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,12:59,H4,1.179
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,12:59,H10,1.273
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,12:59,H5,1.2
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,12:59,H11,1.303
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,12:59,H6,1.289
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,12:59,B7,0.254
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,12:59,B2,0.232
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,12:59,B8,0.257
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,12:59,B3,0.182
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,12:59,B9,0.25
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,12:59,B4,0.256
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,12:59,B10,0.261
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,12:59,B5,0.18
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,12:59,B11,0.244
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,12:59,B6,0.23
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,12:59,C7,0.381
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,12:59,C2,0.347
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,12:59,C8,0.443
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,12:59,C3,1.28
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,12:59,C9,0.379
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,12:59,C4,0.441
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,12:59,C10,0.347
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,12:59,C5,0.205
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,12:59,C11,0.392
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,12:59,C6,0.388
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,12:59,D7,1.343
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,12:59,D2,1.334
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,12:59,D8,1.34
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,12:59,D3,1.323
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,12:59,D9,1.318
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,12:59,D4,1.245
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,12:59,D10,1.305
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,12:59,D5,1.235
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,12:59,D11,1.324
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,12:59,D6,1.321
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,12:59,H7,1.321
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,12:59,H2,1.308
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,12:59,H8,1.312
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,12:59,H3,1.31
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,12:59,H9,1.287
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,12:59,H4,1.19
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,12:59,H10,1.289
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,12:59,H5,1.216
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,12:59,H11,1.307
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,12:59,H6,1.302
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,12:59,B7,0.259
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,12:59,B2,0.247
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,12:59,B8,0.257
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,12:59,B3,0.252
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,12:59,B9,0.259
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,12:59,B4,0.269
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,12:59,B10,0.266
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,12:59,B5,0.292
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,12:59,B11,0.244
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,12:59,B6,0.234
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,12:59,C7,1.22
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,12:59,C2,0.549
