Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,4:59,D5,0.188
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,4:59,D11,0.194
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,4:59,D6,0.184
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,4:59,E7,0.141
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,4:59,E2,0.171
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,4:59,E8,0.154
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,4:59,E3,0.147
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,4:59,E9,0.184
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,4:59,E4,0.175
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,4:59,E10,0.205
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,4:59,E5,0.195
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,4:59,E11,0.201
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,4:59,E6,0.19
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,4:59,H7,0.14
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,4:59,H2,0.163
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,4:59,H8,0.147
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,4:59,H3,0.143
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,4:59,H9,0.175
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,4:59,H4,0.168
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,4:59,H10,0.195
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,4:59,H5,0.182
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,4:59,H11,0.195
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,4:59,H6,0.19
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,5:29,D7,0.235
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,5:29,D2,0.195
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,5:29,D8,0.176
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,5:29,D3,0.189
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,5:29,D9,0.2
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,5:29,D4,0.192
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,5:29,D10,0.191
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,5:29,D5,0.204
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,5:29,D11,0.18
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,5:29,D6,0.194
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,5:29,E7,0.244
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,5:29,E2,0.196
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,5:29,E8,0.18
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,5:29,E3,0.189
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,5:29,E9,0.209
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,5:29,E4,0.198
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,5:29,E10,0.202
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,5:29,E5,0.219
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,5:29,E11,0.205
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,5:29,E6,0.214
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,5:29,H7,0.237
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,5:29,H2,0.194
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,5:29,H8,0.175
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,5:29,H3,0.188
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,5:29,H9,0.207
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,5:29,H4,0.197
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,5:29,H10,0.203
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,5:29,H5,0.212
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,5:29,H11,0.222
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,5:29,H6,0.224
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,5:29,D7,0.156
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,5:29,D2,0.198
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,5:29,D8,0.172
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,5:29,D3,0.165
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,5:29,D9,0.198
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,5:29,D4,0.192
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,5:29,D10,0.228
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,5:29,D5,0.215
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,5:29,D11,0.197
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,5:29,D6,0.191
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,5:29,E7,0.163
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,5:29,E2,0.201
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,5:29,E8,0.183
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,5:29,E3,0.175
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,5:29,E9,0.213
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,5:29,E4,0.209
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,5:29,E10,0.245
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,5:29,E5,0.237
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,5:29,E11,0.218
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,5:29,E6,0.211
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,5:29,H7,0.165
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,5:29,H2,0.206
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,5:29,H8,0.179
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,5:29,H3,0.173
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,5:29,H9,0.217
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,5:29,H4,0.209
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,5:29,H10,0.249
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,5:29,H5,0.23
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,5:29,H11,0.238
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,5:29,H6,0.232
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,5:59,D7,0.254
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,5:59,D2,0.212
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,5:59,D8,0.192
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,5:59,D3,0.207
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,5:59,D9,0.198
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,5:59,D4,0.208
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,5:59,D10,0.191
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,5:59,D5,0.22
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,5:59,D11,0.164
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,5:59,D6,0.184
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,5:59,E7,0.277
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,5:59,E2,0.23
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,5:59,E8,0.207
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,5:59,E3,0.224
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,5:59,E9,0.227
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,5:59,E4,0.227
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,5:59,E10,0.219
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,5:59,E5,0.244
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,5:59,E11,0.2
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,5:59,E6,0.219
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,5:59,H7,0.294
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,5:59,H2,0.24
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,5:59,H8,0.212
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,5:59,H3,0.237
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,5:59,H9,0.25
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,5:59,H4,0.242
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,5:59,H10,0.243
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,5:59,H5,0.258
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,5:59,H11,0.252
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,5:59,H6,0.263
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,5:59,D7,0.155
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,5:59,D2,0.192
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,5:59,D8,0.179
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,5:59,D3,0.176
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,5:59,D9,0.192
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,5:59,D4,0.206
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,5:59,D10,0.216
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,5:59,D5,0.227
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,5:59,D11,0.17
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,5:59,D6,0.174
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,5:59,E7,0.174
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,5:59,E2,0.218
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,5:59,E8,0.204
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,5:59,E3,0.196
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,5:59,E9,0.226
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,5:59,E4,0.237
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,5:59,E10,0.26
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,5:59,E5,0.265
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,5:59,E11,0.214
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,5:59,E6,0.215
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,5:59,H7,0.194
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,5:59,H2,0.25
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,5:59,H8,0.219
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,5:59,H3,0.215
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,5:59,H9,0.259
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,5:59,H4,0.254
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,5:59,H10,0.3
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,5:59,H5,0.278
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,5:59,H11,0.269
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,5:59,H6,0.272
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,6:29,D7,0.248
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,6:29,D2,0.201
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,6:29,D8,0.188
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,6:29,D3,0.199
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,6:29,D9,0.178
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,6:29,D4,0.201
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,6:29,D10,0.172
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,6:29,D5,0.214
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,6:29,D11,0.14
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,6:29,D6,0.164
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,6:29,E7,0.302
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,6:29,E2,0.247
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,6:29,E8,0.219
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,6:29,E3,0.244
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,6:29,E9,0.225
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,6:29,E4,0.242
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,6:29,E10,0.216
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,6:29,E5,0.264
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,6:29,E11,0.192
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,6:29,E6,0.222
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,6:29,H7,0.353
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,6:29,H2,0.29
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,6:29,H8,0.251
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,6:29,H3,0.284
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,6:29,H9,0.288
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,6:29,H4,0.279
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,6:29,H10,0.279
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,6:29,H5,0.301
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,6:29,H11,0.29
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,6:29,H6,0.308
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,6:29,D7,0.14
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,6:29,D2,0.174
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,6:29,D8,0.166
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,6:29,D3,0.163
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,6:29,D9,0.168
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,6:29,D4,0.205
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,6:29,D10,0.194
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,6:29,D5,0.227
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,6:29,D11,0.149
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,6:29,D6,0.155
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,6:29,E7,0.174
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,6:29,E2,0.232
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,6:29,E8,0.214
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,6:29,E3,0.208
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,6:29,E9,0.235
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,6:29,E4,0.255
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,6:29,E10,0.278
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,6:29,E5,0.291
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,6:29,E11,0.214
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,6:29,E6,0.22
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,6:29,H7,0.23
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,6:29,H2,0.31
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,6:29,H8,0.26
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,6:29,H3,0.26
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,6:29,H9,0.313
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,6:29,H4,0.306
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,6:29,H10,0.367
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,6:29,H5,0.336
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,6:29,H11,0.321
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,6:29,H6,0.329
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,6:59,D7,0.226
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,6:59,D2,0.186
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,6:59,D8,0.168
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,6:59,D3,0.182
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,6:59,D9,0.156
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,6:59,D4,0.193
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,6:59,D10,0.15
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,6:59,D5,0.207
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,6:59,D11,0.126
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,6:59,D6,0.144
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,6:59,E7,0.33
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,6:59,E2,0.261
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,6:59,E8,0.221
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,6:59,E3,0.259
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,6:59,E9,0.227
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,6:59,E4,0.255
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,6:59,E10,0.217
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,6:59,E5,0.276
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,6:59,E11,0.19
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,6:59,E6,0.225
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,6:59,H7,0.433
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,6:59,H2,0.355
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,6:59,H8,0.295
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,6:59,H3,0.347
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,6:59,H9,0.342
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,6:59,H4,0.332
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,6:59,H10,0.33
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,6:59,H5,0.358
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,6:59,H11,0.342
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,6:59,H6,0.372
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,6:59,D7,0.124
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,6:59,D2,0.158
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,6:59,D8,0.148
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,6:59,D3,0.15
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,6:59,D9,0.151
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,6:59,D4,0.197
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,6:59,D10,0.178
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,6:59,D5,0.224
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,6:59,D11,0.135
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,6:59,D6,0.141
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,6:59,E7,0.176
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,6:59,E2,0.244
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,6:59,E8,0.222
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,6:59,E3,0.222
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,6:59,E9,0.249
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,6:59,E4,0.274
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,6:59,E10,0.299
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,6:59,E5,0.316
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,6:59,E11,0.22
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,6:59,E6,0.233
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,6:59,H7,0.272
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,6:59,H2,0.39
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,6:59,H8,0.316
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,6:59,H3,0.324
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,6:59,H9,0.391
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,6:59,H4,0.369
BL21,Δ7,JOE7062,0 ng/mL,-,9/8/2022,6:59,H10,0.451
BL21,Δ7,JOE7062,0 ng/mL,+,9/8/2022,6:59,H5,0.409
BL21,Δ7,JOE7063,0 ng/mL,-,9/8/2022,6:59,H11,0.394
BL21,Δ7,JOE7063,0 ng/mL,+,9/8/2022,6:59,H6,0.409
BL21,Δ7,JOE7059,5 ng/mL,-,8/30/2022,7:29,D7,0.2
BL21,Δ7,JOE7059,5 ng/mL,+,8/30/2022,7:29,D2,0.168
BL21,Δ7,JOE7060,5 ng/mL,-,8/30/2022,7:29,D8,0.15
BL21,Δ7,JOE7060,5 ng/mL,+,8/30/2022,7:29,D3,0.167
BL21,Δ7,JOE7061,5 ng/mL,-,8/30/2022,7:29,D9,0.139
BL21,Δ7,JOE7061,5 ng/mL,+,8/30/2022,7:29,D4,0.184
BL21,Δ7,JOE7062,5 ng/mL,-,8/30/2022,7:29,D10,0.134
BL21,Δ7,JOE7062,5 ng/mL,+,8/30/2022,7:29,D5,0.193
BL21,Δ7,JOE7063,5 ng/mL,-,8/30/2022,7:29,D11,0.116
BL21,Δ7,JOE7063,5 ng/mL,+,8/30/2022,7:29,D6,0.13
BL21,Δ7,JOE7059,2.5 ng/mL,-,8/30/2022,7:29,E7,0.348
BL21,Δ7,JOE7059,2.5 ng/mL,+,8/30/2022,7:29,E2,0.276
BL21,Δ7,JOE7060,2.5 ng/mL,-,8/30/2022,7:29,E8,0.228
BL21,Δ7,JOE7060,2.5 ng/mL,+,8/30/2022,7:29,E3,0.276
BL21,Δ7,JOE7061,2.5 ng/mL,-,8/30/2022,7:29,E9,0.231
BL21,Δ7,JOE7061,2.5 ng/mL,+,8/30/2022,7:29,E4,0.266
BL21,Δ7,JOE7062,2.5 ng/mL,-,8/30/2022,7:29,E10,0.221
BL21,Δ7,JOE7062,2.5 ng/mL,+,8/30/2022,7:29,E5,0.289
BL21,Δ7,JOE7063,2.5 ng/mL,-,8/30/2022,7:29,E11,0.188
BL21,Δ7,JOE7063,2.5 ng/mL,+,8/30/2022,7:29,E6,0.231
BL21,Δ7,JOE7059,0 ng/mL,-,8/30/2022,7:29,H7,0.502
BL21,Δ7,JOE7059,0 ng/mL,+,8/30/2022,7:29,H2,0.431
BL21,Δ7,JOE7060,0 ng/mL,-,8/30/2022,7:29,H8,0.352
BL21,Δ7,JOE7060,0 ng/mL,+,8/30/2022,7:29,H3,0.431
BL21,Δ7,JOE7061,0 ng/mL,-,8/30/2022,7:29,H9,0.416
BL21,Δ7,JOE7061,0 ng/mL,+,8/30/2022,7:29,H4,0.398
BL21,Δ7,JOE7062,0 ng/mL,-,8/30/2022,7:29,H10,0.405
BL21,Δ7,JOE7062,0 ng/mL,+,8/30/2022,7:29,H5,0.424
BL21,Δ7,JOE7063,0 ng/mL,-,8/30/2022,7:29,H11,0.407
BL21,Δ7,JOE7063,0 ng/mL,+,8/30/2022,7:29,H6,0.447
BL21,Δ7,JOE7059,5 ng/mL,-,9/8/2022,7:29,D7,0.114
BL21,Δ7,JOE7059,5 ng/mL,+,9/8/2022,7:29,D2,0.146
BL21,Δ7,JOE7060,5 ng/mL,-,9/8/2022,7:29,D8,0.136
BL21,Δ7,JOE7060,5 ng/mL,+,9/8/2022,7:29,D3,0.139
BL21,Δ7,JOE7061,5 ng/mL,-,9/8/2022,7:29,D9,0.139
BL21,Δ7,JOE7061,5 ng/mL,+,9/8/2022,7:29,D4,0.193
BL21,Δ7,JOE7062,5 ng/mL,-,9/8/2022,7:29,D10,0.165
BL21,Δ7,JOE7062,5 ng/mL,+,9/8/2022,7:29,D5,0.22
BL21,Δ7,JOE7063,5 ng/mL,-,9/8/2022,7:29,D11,0.125
BL21,Δ7,JOE7063,5 ng/mL,+,9/8/2022,7:29,D6,0.13
BL21,Δ7,JOE7059,2.5 ng/mL,-,9/8/2022,7:29,E7,0.181
BL21,Δ7,JOE7059,2.5 ng/mL,+,9/8/2022,7:29,E2,0.264
BL21,Δ7,JOE7060,2.5 ng/mL,-,9/8/2022,7:29,E8,0.235
BL21,Δ7,JOE7060,2.5 ng/mL,+,9/8/2022,7:29,E3,0.242
BL21,Δ7,JOE7061,2.5 ng/mL,-,9/8/2022,7:29,E9,0.267
BL21,Δ7,JOE7061,2.5 ng/mL,+,9/8/2022,7:29,E4,0.29
BL21,Δ7,JOE7062,2.5 ng/mL,-,9/8/2022,7:29,E10,0.328
BL21,Δ7,JOE7062,2.5 ng/mL,+,9/8/2022,7:29,E5,0.341
BL21,Δ7,JOE7063,2.5 ng/mL,-,9/8/2022,7:29,E11,0.226
BL21,Δ7,JOE7063,2.5 ng/mL,+,9/8/2022,7:29,E6,0.244
BL21,Δ7,JOE7059,0 ng/mL,-,9/8/2022,7:29,H7,0.334
BL21,Δ7,JOE7059,0 ng/mL,+,9/8/2022,7:29,H2,0.479
BL21,Δ7,JOE7060,0 ng/mL,-,9/8/2022,7:29,H8,0.391
BL21,Δ7,JOE7060,0 ng/mL,+,9/8/2022,7:29,H3,0.41
BL21,Δ7,JOE7061,0 ng/mL,-,9/8/2022,7:29,H9,0.482
BL21,Δ7,JOE7061,0 ng/mL,+,9/8/2022,7:29,H4,0.445
