Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,12:29,E6,0.973
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,12:29,E11,0.734
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,12:29,H2,1.32
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,12:29,H7,1.324
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,12:29,H3,1.325
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,12:29,H8,1.34
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,12:29,H4,1.296
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,12:29,H9,1.229
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,12:29,H5,1.315
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,12:29,H10,1.229
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/19/2022,12:29,H6,1.325
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/19/2022,12:29,H11,1.326
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/9/2022,12:59,D7,0.255
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/9/2022,12:59,D2,0.251
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/9/2022,12:59,D8,0.271
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/9/2022,12:59,D3,0.188
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/9/2022,12:59,D9,0.236
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/9/2022,12:59,D4,0.268
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/9/2022,12:59,D10,0.219
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/9/2022,12:59,D5,0.238
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/9/2022,12:59,D10,0.219
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/9/2022,12:59,D6,0.257
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,12:59,E7,0.771
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,12:59,E2,0.483
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,12:59,E8,0.788
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,12:59,E3,0.289
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,12:59,E9,0.403
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,12:59,E4,0.918
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,12:59,E10,0.405
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,12:59,E5,1.079
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,12:59,E11,0.613
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,12:59,E6,1.273
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,12:59,H7,1.364
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,12:59,H2,1.373
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,12:59,H8,1.354
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,12:59,H3,1.377
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,12:59,H9,1.317
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,12:59,H4,1.248
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,12:59,H10,1.35
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,12:59,H5,1.29
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,12:59,H11,1.363
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,12:59,H6,1.366
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,12:59,E11,0.196
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,12:59,E6,0.198
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,12:59,E10,0.185
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,12:59,E5,0.182
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,12:59,E9,0.19
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,12:59,E4,0.185
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,12:59,E8,0.174
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,12:59,E3,0.183
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,12:59,E8,0.174
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,12:59,E2,0.167
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,12:59,D11,0.258
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,12:59,D6,0.212
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,12:59,D10,0.264
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,12:59,D5,0.171
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,12:59,D9,0.221
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,12:59,D4,0.292
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,12:59,D8,0.274
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,12:59,D3,0.267
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,12:59,D7,0.287
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,12:59,D2,0.204
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,12:59,A11,1.319
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,12:59,A6,1.31
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,12:59,A10,1.332
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,12:59,A5,1.315
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,12:59,A9,1.32
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,12:59,A4,1.189
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,12:59,A8,1.32
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,12:59,A3,1.232
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,12:59,A7,1.323
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,12:59,A2,1.32
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,12:59,D2,0.215
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,12:59,D7,0.234
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,12:59,D3,0.225
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,12:59,D8,0.249
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,12:59,D4,0.235
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,12:59,D9,0.264
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/19/2022,12:59,D5,0.259
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/19/2022,12:59,D10,0.287
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/19/2022,12:59,D5,0.259
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/19/2022,12:59,D11,0.25
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/19/2022,12:59,E2,0.618
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/19/2022,12:59,E7,0.697
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/19/2022,12:59,E3,0.702
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/19/2022,12:59,E8,0.59
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/19/2022,12:59,E4,0.86
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/19/2022,12:59,E9,0.902
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/19/2022,12:59,E5,0.781
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/19/2022,12:59,E10,0.845
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,12:59,E6,0.986
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,12:59,E11,0.742
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,12:59,H2,1.325
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,12:59,H7,1.328
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,12:59,H3,1.329
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,12:59,H8,1.343
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,12:59,H4,1.3
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,12:59,H9,1.23
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,12:59,H5,1.319
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,12:59,H10,1.232
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/19/2022,12:59,H6,1.328
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/19/2022,12:59,H11,1.331
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/9/2022,13:29,D7,0.247
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/9/2022,13:29,D2,0.243
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/9/2022,13:29,D8,0.262
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/9/2022,13:29,D3,0.183
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/9/2022,13:29,D9,0.228
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/9/2022,13:29,D4,0.262
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/9/2022,13:29,D10,0.214
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/9/2022,13:29,D5,0.232
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/9/2022,13:29,D10,0.214
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/9/2022,13:29,D6,0.249
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,13:29,E7,0.786
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,13:29,E2,0.48
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,13:29,E8,0.796
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,13:29,E3,0.284
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,13:29,E9,0.395
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,13:29,E4,0.936
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,13:29,E10,0.388
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,13:29,E5,1.1
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,13:29,E11,0.617
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,13:29,E6,1.275
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,13:29,H7,1.368
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,13:29,H2,1.375
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,13:29,H8,1.356
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,13:29,H3,1.378
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,13:29,H9,1.32
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,13:29,H4,1.249
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,13:29,H10,1.351
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,13:29,H5,1.291
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,13:29,H11,1.367
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,13:29,H6,1.369
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,13:29,E11,0.187
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,13:29,E6,0.186
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,13:29,E10,0.176
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,13:29,E5,0.175
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,13:29,E9,0.181
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,13:29,E4,0.179
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,13:29,E8,0.168
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,13:29,E3,0.177
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,13:29,E8,0.168
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,13:29,E2,0.163
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,13:29,D11,0.244
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,13:29,D6,0.202
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,13:29,D10,0.259
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,13:29,D5,0.165
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,13:29,D9,0.213
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,13:29,D4,0.28
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,13:29,D8,0.262
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,13:29,D3,0.257
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,13:29,D7,0.283
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,13:29,D2,0.194
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,13:29,A11,1.324
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,13:29,A6,1.31
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,13:29,A10,1.332
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,13:29,A5,1.319
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,13:29,A9,1.318
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,13:29,A4,1.19
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,13:29,A8,1.318
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,13:29,A3,1.235
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,13:29,A7,1.323
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,13:29,A2,1.323
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,13:29,D2,0.206
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,13:29,D7,0.222
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,13:29,D3,0.214
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,13:29,D8,0.233
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,13:29,D4,0.221
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,13:29,D9,0.256
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/19/2022,13:29,D5,0.243
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/19/2022,13:29,D10,0.271
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/19/2022,13:29,D5,0.243
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/19/2022,13:29,D11,0.238
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/19/2022,13:29,E2,0.617
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/19/2022,13:29,E7,0.701
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/19/2022,13:29,E3,0.712
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/19/2022,13:29,E8,0.589
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/19/2022,13:29,E4,0.867
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/19/2022,13:29,E9,0.921
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/19/2022,13:29,E5,0.783
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/19/2022,13:29,E10,0.849
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/19/2022,13:29,E6,1.001
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/19/2022,13:29,E11,0.751
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/19/2022,13:29,H2,1.33
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/19/2022,13:29,H7,1.332
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/19/2022,13:29,H3,1.332
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/19/2022,13:29,H8,1.348
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/19/2022,13:29,H4,1.303
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/19/2022,13:29,H9,1.231
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/19/2022,13:29,H5,1.322
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/19/2022,13:29,H10,1.234
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/19/2022,13:29,H6,1.332
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/19/2022,13:29,H11,1.337
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/9/2022,13:59,D7,0.231
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/9/2022,13:59,D2,0.234
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/9/2022,13:59,D8,0.252
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/9/2022,13:59,D3,0.177
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/9/2022,13:59,D9,0.218
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/9/2022,13:59,D4,0.253
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/9/2022,13:59,D10,0.205
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/9/2022,13:59,D5,0.224
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/9/2022,13:59,D10,0.205
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/9/2022,13:59,D6,0.24
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/9/2022,13:59,E7,0.799
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/9/2022,13:59,E2,0.475
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/9/2022,13:59,E8,0.822
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/9/2022,13:59,E3,0.274
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/9/2022,13:59,E9,0.379
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/9/2022,13:59,E4,0.944
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/9/2022,13:59,E10,0.373
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/9/2022,13:59,E5,1.114
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/9/2022,13:59,E11,0.627
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/9/2022,13:59,E6,1.278
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/9/2022,13:59,H7,1.369
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/9/2022,13:59,H2,1.378
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/9/2022,13:59,H8,1.358
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/9/2022,13:59,H3,1.38
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/9/2022,13:59,H9,1.322
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/9/2022,13:59,H4,1.248
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/9/2022,13:59,H10,1.355
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/9/2022,13:59,H5,1.292
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/9/2022,13:59,H11,1.371
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/9/2022,13:59,H6,1.37
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/11/2022,13:59,E11,0.179
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/11/2022,13:59,E6,0.178
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/11/2022,13:59,E10,0.172
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/11/2022,13:59,E5,0.167
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/11/2022,13:59,E9,0.175
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/11/2022,13:59,E4,0.172
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,-,8/11/2022,13:59,E8,0.163
BW25113,ΔmdtK ΔacrAB,JOE7056,20 ng/mL,+,8/11/2022,13:59,E3,0.171
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,-,8/11/2022,13:59,E8,0.163
BW25113,ΔmdtK ΔacrAB,JOE7057,20 ng/mL,+,8/11/2022,13:59,E2,0.157
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,-,8/11/2022,13:59,D11,0.241
BW25113,ΔmdtK ΔacrAB,JOE7053,10 ng/mL,+,8/11/2022,13:59,D6,0.194
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,-,8/11/2022,13:59,D10,0.25
BW25113,ΔmdtK ΔacrAB,JOE7054,10 ng/mL,+,8/11/2022,13:59,D5,0.161
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,-,8/11/2022,13:59,D9,0.205
BW25113,ΔmdtK ΔacrAB,JOE7055,10 ng/mL,+,8/11/2022,13:59,D4,0.269
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,-,8/11/2022,13:59,D8,0.258
BW25113,ΔmdtK ΔacrAB,JOE7056,10 ng/mL,+,8/11/2022,13:59,D3,0.248
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,-,8/11/2022,13:59,D7,0.272
BW25113,ΔmdtK ΔacrAB,JOE7057,10 ng/mL,+,8/11/2022,13:59,D2,0.187
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,8/11/2022,13:59,A11,1.329
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,8/11/2022,13:59,A6,1.314
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,8/11/2022,13:59,A10,1.335
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,8/11/2022,13:59,A5,1.321
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,8/11/2022,13:59,A9,1.32
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,8/11/2022,13:59,A4,1.191
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,8/11/2022,13:59,A8,1.32
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,8/11/2022,13:59,A3,1.237
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,8/11/2022,13:59,A7,1.324
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,8/11/2022,13:59,A2,1.324
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,-,8/19/2022,13:59,D2,0.196
BW25113,ΔmdtK ΔacrAB,JOE7053,20 ng/mL,+,8/19/2022,13:59,D7,0.206
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,-,8/19/2022,13:59,D3,0.199
BW25113,ΔmdtK ΔacrAB,JOE7054,20 ng/mL,+,8/19/2022,13:59,D8,0.217
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,-,8/19/2022,13:59,D4,0.208
BW25113,ΔmdtK ΔacrAB,JOE7055,20 ng/mL,+,8/19/2022,13:59,D9,0.246
