Strain,Mutations,Number/ID,Nor Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,12:29,C5,0.106
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,12:29,C11,0.1
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,12:29,C6,0.1
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,12:29,D7,0.433
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,12:29,D2,0.282
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,12:29,D8,0.306
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,12:29,D3,0.352
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,12:29,D9,0.178
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,12:29,D4,0.16
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,12:29,D10,0.276
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,12:29,D5,0.254
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,12:29,D11,0.133
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,12:29,D6,0.14
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,12:29,E7,0.936
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,12:29,E2,0.826
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,12:29,E8,0.901
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,12:29,E3,0.895
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,12:29,E9,0.733
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,12:29,E4,0.714
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,12:29,E10,0.827
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,12:29,E5,0.833
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,12:29,E11,0.445
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,12:29,E6,0.487
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,12:29,H7,1.047
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,12:29,H2,0.981
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,12:29,H8,1.012
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,12:29,H3,1.02
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,12:29,H9,0.929
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,12:29,H4,0.886
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,12:29,H10,1.001
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,12:29,H5,0.969
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,12:29,H11,0.726
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,12:29,H6,0.7
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,12:29,C7,0.109
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,12:29,C2,0.108
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,12:29,C8,0.108
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,12:29,C3,0.107
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,12:29,C9,0.103
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,12:29,C4,0.104
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,12:29,C10,0.108
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,12:29,C5,0.106
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,12:29,C11,0.103
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,12:29,C6,0.104
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,12:29,D7,0.48
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,12:29,D2,0.464
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,12:29,D8,0.413
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,12:29,D3,0.392
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,12:29,D9,0.218
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,12:29,D4,0.215
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,12:29,D10,0.273
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,12:29,D5,0.281
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,12:29,D11,0.236
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,12:29,D6,0.234
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,12:29,E7,1.037
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,12:29,E2,0.956
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,12:29,E8,1.021
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,12:29,E3,0.983
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,12:29,E9,0.952
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,12:29,E4,0.923
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,12:29,E10,0.839
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,12:29,E5,0.835
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,12:29,E11,0.747
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,12:29,E6,0.732
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,12:29,H7,1.098
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,12:29,H2,1.09
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,12:29,H8,1.101
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,12:29,H3,1.095
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,12:29,H9,1.083
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,12:29,H4,1.065
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,12:29,H10,0.997
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,12:29,H5,0.973
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,12:29,H11,0.921
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,12:29,H6,0.89
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,12:59,C7,0.11
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,12:59,C2,0.113
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,12:59,C8,0.108
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,12:59,C3,0.108
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,12:59,C9,0.106
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,12:59,C4,0.108
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,12:59,C10,0.109
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,12:59,C5,0.106
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,12:59,C11,0.111
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,12:59,C6,0.101
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,12:59,D7,0.577
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,12:59,D2,0.494
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,12:59,D8,0.521
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,12:59,D3,0.421
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,12:59,D9,0.324
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,12:59,D4,0.326
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,12:59,D10,0.278
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,12:59,D5,0.109
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,12:59,D11,0.326
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,12:59,D6,0.11
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,12:59,E7,1.026
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,12:59,E2,0.993
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,12:59,E8,1.017
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,12:59,E3,0.914
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,12:59,E9,0.969
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,12:59,E4,0.949
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,12:59,E10,0.742
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,12:59,E5,0.259
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,12:59,E11,0.779
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,12:59,E6,0.54
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,12:59,H7,1.087
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,12:59,H2,1.091
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,12:59,H8,1.088
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,12:59,H3,1.018
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,12:59,H9,0.961
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,12:59,H4,1.065
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,12:59,H10,0.855
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,12:59,H5,0.747
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,12:59,H11,0.921
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,12:59,H6,0.92
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,12:59,C7,0.107
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,12:59,C2,0.105
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,12:59,C8,0.103
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,12:59,C3,0.106
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,12:59,C9,0.101
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,12:59,C4,0.101
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,12:59,C10,0.107
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,12:59,C5,0.106
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,12:59,C11,0.1
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,12:59,C6,0.1
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,12:59,D7,0.477
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,12:59,D2,0.315
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,12:59,D8,0.33
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,12:59,D3,0.377
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,12:59,D9,0.181
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,12:59,D4,0.164
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,12:59,D10,0.287
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,12:59,D5,0.271
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,12:59,D11,0.133
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,12:59,D6,0.144
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,12:59,E7,0.97
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,12:59,E2,0.883
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,12:59,E8,0.94
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,12:59,E3,0.928
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,12:59,E9,0.766
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,12:59,E4,0.743
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,12:59,E10,0.855
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,12:59,E5,0.86
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,12:59,E11,0.485
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,12:59,E6,0.529
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,12:59,H7,1.054
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,12:59,H2,1.004
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,12:59,H8,1.028
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,12:59,H3,1.03
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,12:59,H9,0.963
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,12:59,H4,0.919
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,12:59,H10,1.016
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,12:59,H5,0.987
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,12:59,H11,0.736
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,12:59,H6,0.702
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,12:59,C7,0.109
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,12:59,C2,0.109
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,12:59,C8,0.108
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,12:59,C3,0.107
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,12:59,C9,0.103
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,12:59,C4,0.104
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,12:59,C10,0.109
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,12:59,C5,0.107
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,12:59,C11,0.103
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,12:59,C6,0.105
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,12:59,D7,0.52
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,12:59,D2,0.502
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,12:59,D8,0.446
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,12:59,D3,0.418
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,12:59,D9,0.231
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,12:59,D4,0.232
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,12:59,D10,0.282
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,12:59,D5,0.293
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,12:59,D11,0.255
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,12:59,D6,0.249
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,12:59,E7,1.055
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,12:59,E2,0.974
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,12:59,E8,1.042
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,12:59,E3,1.003
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,12:59,E9,0.977
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,12:59,E4,0.951
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,12:59,E10,0.859
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,12:59,E5,0.855
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,12:59,E11,0.761
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,12:59,E6,0.745
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,12:59,H7,1.117
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,12:59,H2,1.104
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,12:59,H8,1.113
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,12:59,H3,1.11
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,12:59,H9,1.099
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,12:59,H4,1.08
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,12:59,H10,1.007
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,12:59,H5,0.984
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,12:59,H11,0.943
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,12:59,H6,0.913
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,13:29,C7,0.11
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,13:29,C2,0.113
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,13:29,C8,0.108
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,13:29,C3,0.108
BL21,Δ7,JOE7199,5 ng/mL,-,4/11/2023,13:29,C9,0.106
BL21,Δ7,JOE7199,5 ng/mL,+,4/11/2023,13:29,C4,0.108
BL21,Δ7,JOE7200,5 ng/mL,-,4/11/2023,13:29,C10,0.109
BL21,Δ7,JOE7200,5 ng/mL,+,4/11/2023,13:29,C5,0.106
BL21,Δ7,JOE7201,5 ng/mL,-,4/11/2023,13:29,C11,0.11
BL21,Δ7,JOE7201,5 ng/mL,+,4/11/2023,13:29,C6,0.1
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/11/2023,13:29,D7,0.609
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/11/2023,13:29,D2,0.537
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/11/2023,13:29,D8,0.568
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/11/2023,13:29,D3,0.445
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/11/2023,13:29,D9,0.347
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/11/2023,13:29,D4,0.351
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/11/2023,13:29,D10,0.283
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/11/2023,13:29,D5,0.109
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/11/2023,13:29,D11,0.329
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/11/2023,13:29,D6,0.11
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/11/2023,13:29,E7,1.046
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/11/2023,13:29,E2,1.005
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/11/2023,13:29,E8,1.039
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/11/2023,13:29,E3,0.943
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/11/2023,13:29,E9,0.992
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/11/2023,13:29,E4,0.971
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/11/2023,13:29,E10,0.754
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/11/2023,13:29,E5,0.297
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/11/2023,13:29,E11,0.791
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/11/2023,13:29,E6,0.602
BL21,Δ7,JOE7060,0 ng/mL,-,4/11/2023,13:29,H7,1.107
BL21,Δ7,JOE7060,0 ng/mL,+,4/11/2023,13:29,H2,1.11
BL21,Δ7,JOE7061,0 ng/mL,-,4/11/2023,13:29,H8,1.103
BL21,Δ7,JOE7061,0 ng/mL,+,4/11/2023,13:29,H3,1.028
BL21,Δ7,JOE7199,0 ng/mL,-,4/11/2023,13:29,H9,0.979
BL21,Δ7,JOE7199,0 ng/mL,+,4/11/2023,13:29,H4,1.081
BL21,Δ7,JOE7200,0 ng/mL,-,4/11/2023,13:29,H10,0.868
BL21,Δ7,JOE7200,0 ng/mL,+,4/11/2023,13:29,H5,0.813
BL21,Δ7,JOE7201,0 ng/mL,-,4/11/2023,13:29,H11,0.947
BL21,Δ7,JOE7201,0 ng/mL,+,4/11/2023,13:29,H6,0.957
BL21,Δ7,JOE7060,5 ng/mL,-,4/13/2023,13:29,C7,0.107
BL21,Δ7,JOE7060,5 ng/mL,+,4/13/2023,13:29,C2,0.105
BL21,Δ7,JOE7061,5 ng/mL,-,4/13/2023,13:29,C8,0.104
BL21,Δ7,JOE7061,5 ng/mL,+,4/13/2023,13:29,C3,0.106
BL21,Δ7,JOE7199,5 ng/mL,-,4/13/2023,13:29,C9,0.101
BL21,Δ7,JOE7199,5 ng/mL,+,4/13/2023,13:29,C4,0.101
BL21,Δ7,JOE7200,5 ng/mL,-,4/13/2023,13:29,C10,0.107
BL21,Δ7,JOE7200,5 ng/mL,+,4/13/2023,13:29,C5,0.107
BL21,Δ7,JOE7201,5 ng/mL,-,4/13/2023,13:29,C11,0.099
BL21,Δ7,JOE7201,5 ng/mL,+,4/13/2023,13:29,C6,0.099
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/13/2023,13:29,D7,0.527
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/13/2023,13:29,D2,0.343
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/13/2023,13:29,D8,0.357
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/13/2023,13:29,D3,0.42
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/13/2023,13:29,D9,0.188
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/13/2023,13:29,D4,0.169
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/13/2023,13:29,D10,0.3
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/13/2023,13:29,D5,0.284
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/13/2023,13:29,D11,0.134
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/13/2023,13:29,D6,0.149
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/13/2023,13:29,E7,1.004
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/13/2023,13:29,E2,0.914
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/13/2023,13:29,E8,0.974
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/13/2023,13:29,E3,0.964
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/13/2023,13:29,E9,0.798
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/13/2023,13:29,E4,0.778
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/13/2023,13:29,E10,0.877
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/13/2023,13:29,E5,0.891
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/13/2023,13:29,E11,0.533
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/13/2023,13:29,E6,0.57
BL21,Δ7,JOE7060,0 ng/mL,-,4/13/2023,13:29,H7,1.066
BL21,Δ7,JOE7060,0 ng/mL,+,4/13/2023,13:29,H2,1.023
BL21,Δ7,JOE7061,0 ng/mL,-,4/13/2023,13:29,H8,1.044
BL21,Δ7,JOE7061,0 ng/mL,+,4/13/2023,13:29,H3,1.044
BL21,Δ7,JOE7199,0 ng/mL,-,4/13/2023,13:29,H9,0.979
BL21,Δ7,JOE7199,0 ng/mL,+,4/13/2023,13:29,H4,0.938
BL21,Δ7,JOE7200,0 ng/mL,-,4/13/2023,13:29,H10,1.029
BL21,Δ7,JOE7200,0 ng/mL,+,4/13/2023,13:29,H5,1
BL21,Δ7,JOE7201,0 ng/mL,-,4/13/2023,13:29,H11,0.748
BL21,Δ7,JOE7201,0 ng/mL,+,4/13/2023,13:29,H6,0.714
BL21,Δ7,JOE7060,5 ng/mL,-,4/26/2023,13:29,C7,0.11
BL21,Δ7,JOE7060,5 ng/mL,+,4/26/2023,13:29,C2,0.109
BL21,Δ7,JOE7061,5 ng/mL,-,4/26/2023,13:29,C8,0.109
BL21,Δ7,JOE7061,5 ng/mL,+,4/26/2023,13:29,C3,0.108
BL21,Δ7,JOE7199,5 ng/mL,-,4/26/2023,13:29,C9,0.103
BL21,Δ7,JOE7199,5 ng/mL,+,4/26/2023,13:29,C4,0.104
BL21,Δ7,JOE7200,5 ng/mL,-,4/26/2023,13:29,C10,0.11
BL21,Δ7,JOE7200,5 ng/mL,+,4/26/2023,13:29,C5,0.107
BL21,Δ7,JOE7201,5 ng/mL,-,4/26/2023,13:29,C11,0.103
BL21,Δ7,JOE7201,5 ng/mL,+,4/26/2023,13:29,C6,0.105
BL21,Δ7,JOE7060,2.5 ng/mL,-,4/26/2023,13:29,D7,0.56
BL21,Δ7,JOE7060,2.5 ng/mL,+,4/26/2023,13:29,D2,0.533
BL21,Δ7,JOE7061,2.5 ng/mL,-,4/26/2023,13:29,D8,0.48
BL21,Δ7,JOE7061,2.5 ng/mL,+,4/26/2023,13:29,D3,0.452
BL21,Δ7,JOE7199,2.5 ng/mL,-,4/26/2023,13:29,D9,0.244
BL21,Δ7,JOE7199,2.5 ng/mL,+,4/26/2023,13:29,D4,0.248
BL21,Δ7,JOE7200,2.5 ng/mL,-,4/26/2023,13:29,D10,0.293
BL21,Δ7,JOE7200,2.5 ng/mL,+,4/26/2023,13:29,D5,0.303
BL21,Δ7,JOE7201,2.5 ng/mL,-,4/26/2023,13:29,D11,0.266
BL21,Δ7,JOE7201,2.5 ng/mL,+,4/26/2023,13:29,D6,0.265
BL21,Δ7,JOE7060,1.25 ng/mL,-,4/26/2023,13:29,E7,1.069
BL21,Δ7,JOE7060,1.25 ng/mL,+,4/26/2023,13:29,E2,0.992
BL21,Δ7,JOE7061,1.25 ng/mL,-,4/26/2023,13:29,E8,1.056
BL21,Δ7,JOE7061,1.25 ng/mL,+,4/26/2023,13:29,E3,1.018
BL21,Δ7,JOE7199,1.25 ng/mL,-,4/26/2023,13:29,E9,1
BL21,Δ7,JOE7199,1.25 ng/mL,+,4/26/2023,13:29,E4,0.976
BL21,Δ7,JOE7200,1.25 ng/mL,-,4/26/2023,13:29,E10,0.875
BL21,Δ7,JOE7200,1.25 ng/mL,+,4/26/2023,13:29,E5,0.872
BL21,Δ7,JOE7201,1.25 ng/mL,-,4/26/2023,13:29,E11,0.774
BL21,Δ7,JOE7201,1.25 ng/mL,+,4/26/2023,13:29,E6,0.764
BL21,Δ7,JOE7060,0 ng/mL,-,4/26/2023,13:29,H7,1.127
BL21,Δ7,JOE7060,0 ng/mL,+,4/26/2023,13:29,H2,1.117
BL21,Δ7,JOE7061,0 ng/mL,-,4/26/2023,13:29,H8,1.128
BL21,Δ7,JOE7061,0 ng/mL,+,4/26/2023,13:29,H3,1.119
BL21,Δ7,JOE7199,0 ng/mL,-,4/26/2023,13:29,H9,1.117
BL21,Δ7,JOE7199,0 ng/mL,+,4/26/2023,13:29,H4,1.095
BL21,Δ7,JOE7200,0 ng/mL,-,4/26/2023,13:29,H10,1.019
BL21,Δ7,JOE7200,0 ng/mL,+,4/26/2023,13:29,H5,0.997
BL21,Δ7,JOE7201,0 ng/mL,-,4/26/2023,13:29,H11,0.968
BL21,Δ7,JOE7201,0 ng/mL,+,4/26/2023,13:29,H6,0.936
BL21,Δ7,JOE7060,5 ng/mL,-,4/11/2023,13:59,C7,0.11
BL21,Δ7,JOE7060,5 ng/mL,+,4/11/2023,13:59,C2,0.112
BL21,Δ7,JOE7061,5 ng/mL,-,4/11/2023,13:59,C8,0.107
BL21,Δ7,JOE7061,5 ng/mL,+,4/11/2023,13:59,C3,0.109
