Strain,Mutations,Number/ID,Tet Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,7:29,E9,0.108
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,7:59,E9,0.108
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,8:29,E9,0.109
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,8:59,E9,0.11
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,9:29,E9,0.112
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,9:59,E9,0.112
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,10:29,E9,0.113
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,10:59,E9,0.115
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,11:29,E9,0.116
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,11:59,E9,0.117
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,12:29,E9,0.118
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,12:59,E9,0.119
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,13:29,E9,0.121
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,13:59,E9,0.122
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,14:29,E9,0.123
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,14:59,E9,0.125
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,15:29,E9,0.127
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,15:59,E9,0.128
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,16:29,E9,0.13
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,16:59,E9,0.131
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,17:29,E9,0.133
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,17:59,E9,0.135
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,18:29,E9,0.136
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,18:59,E9,0.137
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,19:29,E9,0.139
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,19:59,E9,0.142
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,20:29,E9,0.143
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,20:59,E9,0.146
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,21:29,E9,0.146
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,21:59,E9,0.149
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,22:29,E9,0.152
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,22:59,E9,0.154
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,23:29,E9,0.156
BW25113,ΔacrAB ΔmdtK,JOE7055,156 ng/mL,-,6/23/2022,23:59,E9,0.159
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,0:00,E9,0.098
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,0:29,E9,0.1
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,0:59,E9,0.103
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,1:29,E9,0.103
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,1:59,E9,0.107
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,2:29,E9,0.113
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,2:59,E9,0.122
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,3:29,E9,0.134
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,3:59,E9,0.152
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,4:29,E9,0.172
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,4:59,E9,0.201
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,5:29,E9,0.243
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,5:59,E9,0.296
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,6:29,E9,0.36
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,6:59,E9,0.43
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,7:29,E9,0.499
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,7:59,E9,0.52
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,8:29,E9,0.552
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,8:59,E9,0.606
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,9:29,E9,0.675
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,9:59,E9,0.745
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,10:29,E9,0.807
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,10:59,E9,0.864
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,11:29,E9,0.916
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,11:59,E9,0.961
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,12:29,E9,1.006
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,12:59,E9,1.064
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,13:29,E9,1.108
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,13:59,E9,1.144
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,14:29,E9,1.182
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,14:59,E9,1.217
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,15:29,E9,1.237
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,15:59,E9,1.253
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,16:29,E9,1.269
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,16:59,E9,1.287
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,17:29,E9,1.294
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,17:59,E9,1.297
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,18:29,E9,1.303
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,18:59,E9,1.306
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,19:29,E9,1.308
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,19:59,E9,1.307
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,20:29,E9,1.306
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,20:59,E9,1.307
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,21:29,E9,1.309
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,21:59,E9,1.314
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,22:29,E9,1.317
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,22:59,E9,1.319
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,23:29,E9,1.322
BW25113,ΔacrAB ΔmdtK,JOE7055,39 ng/mL,-,7/1/2022,23:59,E9,1.324
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,0:00,F10,0.099
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,0:29,F10,0.1
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,0:59,F10,0.101
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,1:29,F10,0.102
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,1:59,F10,0.103
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,2:29,F10,0.105
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,2:59,F10,0.107
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,3:29,F10,0.11
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,3:59,F10,0.112
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,4:29,F10,0.114
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,4:59,F10,0.116
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,5:29,F10,0.12
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,5:59,F10,0.123
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,6:29,F10,0.127
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,6:59,F10,0.131
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,7:29,F10,0.135
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,7:59,F10,0.139
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,8:29,F10,0.144
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,8:59,F10,0.15
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,9:29,F10,0.156
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,9:59,F10,0.162
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,10:29,F10,0.167
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,10:59,F10,0.173
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,11:29,F10,0.181
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,11:59,F10,0.189
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,12:29,F10,0.198
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,12:59,F10,0.205
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,13:29,F10,0.213
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,13:59,F10,0.226
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,14:29,F10,0.237
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,14:59,F10,0.249
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,15:29,F10,0.259
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,15:59,F10,0.273
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,16:29,F10,0.289
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,16:59,F10,0.306
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,17:29,F10,0.316
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,17:59,F10,0.327
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,18:29,F10,0.34
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,18:59,F10,0.349
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,19:29,F10,0.361
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,19:59,F10,0.379
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,20:29,F10,0.393
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,20:59,F10,0.41
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,21:29,F10,0.425
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,21:59,F10,0.445
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,22:29,F10,0.481
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,22:59,F10,0.517
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,23:29,F10,0.54
BW25113,ΔacrAB ΔmdtK,JOE7056,78 ng/mL,-,6/23/2022,23:59,F10,0.573
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,0:00,F11,0.098
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,0:29,F11,0.099
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,0:59,F11,0.1
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,1:29,F11,0.101
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,1:59,F11,0.102
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,2:29,F11,0.103
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,2:59,F11,0.105
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,3:29,F11,0.107
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,3:59,F11,0.109
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,4:29,F11,0.111
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,4:59,F11,0.113
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,5:29,F11,0.115
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,5:59,F11,0.119
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,6:29,F11,0.122
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,6:59,F11,0.125
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,7:29,F11,0.129
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,7:59,F11,0.133
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,8:29,F11,0.138
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,8:59,F11,0.143
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,9:29,F11,0.149
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,9:59,F11,0.155
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,10:29,F11,0.161
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,10:59,F11,0.167
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,11:29,F11,0.174
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,11:59,F11,0.182
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,12:29,F11,0.191
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,12:59,F11,0.2
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,13:29,F11,0.208
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,13:59,F11,0.223
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,14:29,F11,0.236
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,14:59,F11,0.251
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,15:29,F11,0.263
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,15:59,F11,0.281
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,16:29,F11,0.294
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,16:59,F11,0.311
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,17:29,F11,0.327
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,17:59,F11,0.341
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,18:29,F11,0.356
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,18:59,F11,0.369
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,19:29,F11,0.382
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,19:59,F11,0.398
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,20:29,F11,0.412
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,20:59,F11,0.427
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,21:29,F11,0.443
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,21:59,F11,0.462
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,22:29,F11,0.485
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,22:59,F11,0.501
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,23:29,F11,0.526
BW25113,ΔacrAB ΔmdtK,JOE7057,78 ng/mL,-,6/23/2022,23:59,F11,0.56
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,0:00,F2,0.103
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,0:29,F2,0.104
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,0:59,F2,0.105
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,1:29,F2,0.107
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,1:59,F2,0.108
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,2:29,F2,0.109
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,2:59,F2,0.111
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,3:29,F2,0.113
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,3:59,F2,0.115
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,4:29,F2,0.117
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,4:59,F2,0.12
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,5:29,F2,0.122
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,5:59,F2,0.125
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,6:29,F2,0.128
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,6:59,F2,0.131
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,7:29,F2,0.135
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,7:59,F2,0.139
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,8:29,F2,0.143
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,8:59,F2,0.148
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,9:29,F2,0.152
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,9:59,F2,0.158
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,10:29,F2,0.163
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,10:59,F2,0.169
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,11:29,F2,0.175
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,11:59,F2,0.182
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,12:29,F2,0.187
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,12:59,F2,0.195
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,13:29,F2,0.203
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,13:59,F2,0.213
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,14:29,F2,0.223
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,14:59,F2,0.234
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,15:29,F2,0.243
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,15:59,F2,0.254
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,16:29,F2,0.267
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,16:59,F2,0.283
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,17:29,F2,0.294
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,17:59,F2,0.308
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,18:29,F2,0.32
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,18:59,F2,0.33
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,19:29,F2,0.339
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,19:59,F2,0.35
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,20:29,F2,0.364
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,20:59,F2,0.374
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,21:29,F2,0.39
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,21:59,F2,0.414
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,22:29,F2,0.444
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,22:59,F2,0.465
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,23:29,F2,0.481
BW25113,ΔacrAB ΔmdtK,JOE7053 ,78 ng/mL,+,6/23/2022,23:59,F2,0.505
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,0:00,F3,0.103
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,0:29,F3,0.104
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,0:59,F3,0.105
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,1:29,F3,0.107
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,1:59,F3,0.108
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,2:29,F3,0.109
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,2:59,F3,0.11
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,3:29,F3,0.112
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,3:59,F3,0.114
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,4:29,F3,0.116
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,4:59,F3,0.118
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,5:29,F3,0.121
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,5:59,F3,0.123
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,6:29,F3,0.126
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,6:59,F3,0.128
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,7:29,F3,0.131
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,7:59,F3,0.136
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,8:29,F3,0.138
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,8:59,F3,0.142
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,9:29,F3,0.146
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,9:59,F3,0.15
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,10:29,F3,0.154
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,10:59,F3,0.158
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,11:29,F3,0.163
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,11:59,F3,0.168
BW25113,ΔacrAB ΔmdtK,JOE7054,78 ng/mL,+,6/23/2022,12:29,F3,0.174
